"HEROP_ID","GEOID","OtpCtTmDr","OtpCtTmDr2","OtpTmDrP","OtpTmDrP2","OtpAvTmDr","OtpAvTmDr2"
"050US30029","30029",26,12,81.25,37.5,23.34,46.67
"050US30031","30031",23,15,88.46,57.69,15.99,31.98
"050US30033","30033",0,0,0,0,NA,NA
"050US30035","30035",0,0,0,0,NA,NA
"050US30037","30037",0,0,0,0,89.06,178.12
"050US30039","30039",0,0,0,0,86.48,172.96
"050US30041","30041",0,0,0,0,NA,NA
"050US30043","30043",0,0,0,0,73.75,147.5
"050US30045","30045",0,0,0,0,NA,NA
"050US30047","30047",0,0,0,0,56.65,113.31
"050US30049","30049",0,0,0,0,83.41,166.82
"050US30051","30051",0,0,0,0,NA,NA
"050US30053","30053",0,0,0,0,NA,NA
"050US30055","30055",0,0,0,0,NA,NA
"050US30057","30057",0,0,0,0,77.44,154.88
"050US30059","30059",0,0,0,0,89.57,179.14
"050US30061","30061",0,0,0,0,53.8,107.6
"050US30063","30063",21,20,72.41,68.97,15.23,30.46
"050US30065","30065",0,0,0,0,80.68,161.35
"050US30067","30067",0,0,0,0,45.35,90.7
"050US30069","30069",0,0,0,0,NA,NA
"050US30071","30071",0,0,0,0,NA,NA
"050US30073","30073",0,0,0,0,NA,NA
"050US30075","30075",0,0,0,0,NA,NA
"050US30077","30077",0,0,0,0,75.53,151.05
"050US30079","30079",0,0,0,0,NA,NA
"050US30081","30081",1,0,7.69,0,56.72,113.44
"050US30083","30083",0,0,0,0,NA,NA
"050US30085","30085",0,0,0,0,NA,NA
"050US30087","30087",0,0,0,0,NA,NA
"050US30089","30089",0,0,0,0,84.24,168.48
"050US30091","30091",0,0,0,0,NA,NA
"050US30093","30093",0,0,0,0,63.44,126.88
"050US30095","30095",0,0,0,0,63.67,127.33
"050US30097","30097",0,0,0,0,62.75,125.5
"050US30099","30099",0,0,0,0,NA,NA
"050US30101","30101",0,0,0,0,NA,NA
"050US30103","30103",0,0,0,0,73.65,147.3
"050US30105","30105",0,0,0,0,NA,NA
"050US30107","30107",0,0,0,0,NA,NA
"050US30109","30109",0,0,0,0,NA,NA
"050US30111","30111",34,29,94.44,80.56,11.92,23.85
"050US31001","31001",0,0,0,0,NA,NA
"050US31003","31003",0,0,0,0,NA,NA
"050US31005","31005",0,0,0,0,NA,NA
"050US31007","31007",0,0,0,0,NA,NA
"050US31009","31009",0,0,0,0,NA,NA
"050US31011","31011",0,0,0,0,NA,NA
"050US31013","31013",0,0,0,0,NA,NA
"050US31015","31015",0,0,0,0,NA,NA
"050US31017","31017",0,0,0,0,NA,NA
"050US31019","31019",0,0,0,0,NA,NA
"050US31021","31021",0,0,0,0,57,114
"050US31023","31023",0,0,0,0,50.96,101.92
"050US31025","31025",6,0,100,0,23.98,47.97
"050US31027","31027",0,0,0,0,78.59,157.18
"050US31029","31029",0,0,0,0,NA,NA
"050US31031","31031",0,0,0,0,NA,NA
"050US31033","31033",0,0,0,0,NA,NA
"050US31035","31035",0,0,0,0,82.41,164.82
"050US31037","31037",0,0,0,0,70.42,140.84
"050US31039","31039",0,0,0,0,74.23,148.46
"050US31041","31041",0,0,0,0,NA,NA
"050US31043","31043",0,0,0,0,73.63,147.26
"050US31045","31045",0,0,0,0,NA,NA
"050US31047","31047",0,0,0,0,NA,NA
"050US31049","31049",0,0,0,0,NA,NA
"050US31051","31051",0,0,0,0,73.14,146.28
"050US31053","31053",0,0,0,0,38.01,76.03
"050US31055","31055",163,154,100,94.48,8.17,16.35
"050US31057","31057",0,0,0,0,NA,NA
"050US31059","31059",0,0,0,0,66.11,132.23
"050US31061","31061",0,0,0,0,NA,NA
"050US31063","31063",0,0,0,0,NA,NA
"050US31065","31065",0,0,0,0,NA,NA
"050US31067","31067",0,0,0,0,48.18,96.37
"050US31069","31069",0,0,0,0,NA,NA
"050US31071","31071",0,0,0,0,NA,NA
"050US31073","31073",0,0,0,0,NA,NA
"050US31075","31075",0,0,0,0,NA,NA
"050US31077","31077",0,0,0,0,NA,NA
"050US31079","31079",0,0,0,0,NA,NA
"050US31081","31081",0,0,0,0,66.47,132.94
"050US31083","31083",0,0,0,0,NA,NA
"050US31085","31085",0,0,0,0,NA,NA
"050US31087","31087",0,0,0,0,NA,NA
"050US31089","31089",0,0,0,0,NA,NA
"050US31091","31091",0,0,0,0,NA,NA
"050US31093","31093",0,0,0,0,NA,NA
"050US31095","31095",0,0,0,0,72.66,145.33
"050US31097","31097",0,0,0,0,51.14,102.27
"050US31099","31099",0,0,0,0,NA,NA
"050US31101","31101",0,0,0,0,NA,NA
"050US31103","31103",0,0,0,0,NA,NA
"050US31105","31105",0,0,0,0,NA,NA
"050US31107","31107",0,0,0,0,NA,NA
"050US31109","31109",81,76,100,93.83,7.43,14.86
"050US31111","31111",0,0,0,0,NA,NA
"050US31113","31113",0,0,0,0,NA,NA
"050US31115","31115",0,0,0,0,NA,NA
"050US31117","31117",0,0,0,0,NA,NA
"050US31119","31119",0,0,0,0,NA,NA
"050US31121","31121",0,0,0,0,84.89,169.78
"050US31123","31123",0,0,0,0,NA,NA
"050US31125","31125",0,0,0,0,NA,NA
"050US31127","31127",0,0,0,0,62.39,124.78
"050US31129","31129",0,0,0,0,NA,NA
"050US31131","31131",1,0,20,0,38.01,76.02
"050US31133","31133",0,0,0,0,71.71,143.42
"050US31135","31135",0,0,0,0,NA,NA
"050US31137","31137",0,0,0,0,NA,NA
"050US31139","31139",0,0,0,0,NA,NA
"050US31141","31141",0,0,0,0,78.43,156.87
"050US31143","31143",0,0,0,0,70.94,141.88
"050US31145","31145",0,0,0,0,NA,NA
"050US31147","31147",0,0,0,0,69.75,139.5
"050US31149","31149",0,0,0,0,NA,NA
"050US31151","31151",0,0,0,0,39.08,78.16
"050US31153","31153",47,44,100,93.62,9.99,19.98
"050US31155","31155",1,0,20,0,32,63.99
"050US31157","31157",0,0,0,0,NA,NA
"050US31159","31159",1,0,25,0,31.37,62.74
"050US31161","31161",0,0,0,0,NA,NA
"050US31163","31163",0,0,0,0,NA,NA
"050US31165","31165",0,0,0,0,NA,NA
"050US31167","31167",0,0,0,0,NA,NA
"050US31169","31169",0,0,0,0,86.91,173.82
"050US31171","31171",0,0,0,0,NA,NA
"050US31173","31173",0,0,0,0,79.34,158.68
"050US31175","31175",0,0,0,0,NA,NA
"050US31177","31177",4,0,80,0,27.87,55.74
"050US31179","31179",0,0,0,0,NA,NA
"050US31181","31181",0,0,0,0,NA,NA
"050US31183","31183",0,0,0,0,NA,NA
"050US31185","31185",0,0,0,0,49.85,99.69
"050US32001","32001",0,0,0,0,66.42,132.84
"050US32003","32003",521,510,97.38,95.33,8.06,16.13
"050US32005","32005",13,2,76.47,11.76,25.22,50.43
"050US32007","32007",0,0,0,0,NA,NA
"050US32009","32009",0,0,0,0,NA,NA
"050US32011","32011",0,0,0,0,NA,NA
"050US32013","32013",0,0,0,0,NA,NA
"050US32015","32015",0,0,0,0,NA,NA
"050US32017","32017",0,0,0,0,NA,NA
"050US32019","32019",3,1,16.67,5.56,41.94,83.88
"050US32021","32021",0,0,0,0,NA,NA
"050US32023","32023",0,0,0,0,58.84,117.68
"050US32027","32027",0,0,0,0,NA,NA
"050US32029","32029",1,0,100,0,21.63,43.26
"050US32031","32031",129,123,92.81,88.49,9.09,18.18
"050US32033","32033",0,0,0,0,NA,NA
"050US32510","32510",15,14,100,93.33,5.54,11.07
"050US33001","33001",5,0,27.78,0,33.01,66.01
"050US33003","33003",0,0,0,0,63.24,126.48
"050US33005","33005",18,10,100,55.56,16.72,33.43
"050US33007","33007",0,0,0,0,62.42,124.85
"050US33009","33009",12,5,42.86,17.86,31.14,62.28
"050US33011","33011",93,62,90.29,60.19,14.13,28.26
"050US33013","33013",35,22,89.74,56.41,14.44,28.88
"050US33015","33015",72,47,100,65.28,13.61,27.21
"050US33017","33017",29,17,96.67,56.67,14.75,29.5
"050US33019","33019",2,0,18.18,0,35.19,70.38
"050US34001","34001",73,66,100,90.41,7.3,14.6
"050US34003","34003",203,200,100,98.52,8.42,16.84
"050US34005","34005",117,101,100,86.32,10.32,20.65
"050US34007","34007",129,126,100,97.67,5.23,10.47
"050US34009","34009",31,17,96.88,53.12,14.53,29.05
"050US34011","34011",41,36,100,87.8,8.3,16.6
"050US34013","34013",211,211,100,100,3.97,7.94
"050US34015","34015",69,51,100,73.91,11.6,23.19
"050US34017","34017",183,183,100,100,4.06,8.13
"050US34019","34019",28,2,93.33,6.67,21.31,42.62
"050US34021","34021",84,81,100,96.43,6.51,13.02
"050US34023","34023",192,179,100,93.23,8.57,17.15
"050US34025","34025",154,152,100,98.7,7.95,15.9
"050US34027","34027",110,80,100,72.73,12.48,24.97
"050US34029","34029",139,108,96.53,75,11.04,22.08
"050US34031","34031",119,108,99.17,90,5.62,11.24
"050US34033","34033",24,8,100,33.33,17.27,34.54
"050US34035","34035",74,63,100,85.14,9.07,18.14
"050US34037","34037",38,13,90.48,30.95,18.37,36.74
"050US34039","34039",120,120,100,100,4.8,9.6
"050US34041","34041",21,10,91.3,43.48,15.91,31.81
"050US35001","35001",176,163,100,92.61,6.7,13.39
"050US35003","35003",0,0,0,0,NA,NA
"050US35005","35005",14,13,82.35,76.47,13.16,26.33
"050US35006","35006",0,0,0,0,62.14,124.29
"050US35007","35007",0,0,0,0,NA,NA
"050US35009","35009",0,0,0,0,NA,NA
"050US35011","35011",0,0,0,0,NA,NA
"050US35013","35013",52,40,85.25,65.57,15.73,31.46
"050US35015","35015",0,0,0,0,70.58,141.15
"050US35017","35017",0,0,0,0,NA,NA
"050US35019","35019",0,0,0,0,NA,NA
"050US35021","35021",0,0,0,0,NA,NA
"050US35023","35023",0,0,0,0,81.03,162.06
"050US35025","35025",0,0,0,0,87.2,174.4
"050US35027","35027",0,0,0,0,78.86,157.73
"050US35028","35028",1,0,25,0,32.58,65.16
"050US35029","35029",0,0,0,0,70.26,140.52
"050US35031","35031",0,0,0,0,89.01,178.02
"050US35033","35033",0,0,0,0,NA,NA
"050US35035","35035",1,0,4.76,0,61.36,122.72
"050US35037","35037",0,0,0,0,NA,NA
"050US35039","35039",6,4,54.55,36.36,29.47,58.94
"050US35041","35041",0,0,0,0,NA,NA
"050US35043","35043",27,23,77.14,65.71,15.98,31.95
"050US35045","35045",25,16,69.44,44.44,23.64,47.27
"050US35047","35047",1,0,10,0,54.27,108.54
"050US35049","35049",53,42,92.98,73.68,12.28,24.56
"050US35051","35051",0,0,0,0,65.42,130.85
"050US35053","35053",0,0,0,0,62.56,125.12
"050US35055","35055",0,0,0,0,63.48,126.97
"050US35057","35057",0,0,0,0,47.44,94.89
"050US35059","35059",0,0,0,0,NA,NA
"050US35061","35061",22,12,88,48,16.52,33.03
"050US36001","36001",82,74,96.47,87.06,8.77,17.53
"050US36003","36003",5,0,31.25,0,39.93,79.86
"050US36005","36005",361,361,100,100,2.4,4.79
"050US36007","36007",54,41,94.74,71.93,12.4,24.79
"050US36009","36009",13,7,54.17,29.17,24.7,49.4
"050US36011","36011",8,0,33.33,0,31.78,63.56
"050US36013","36013",17,9,47.22,25,26.84,53.67
"050US36015","36015",25,22,100,88,8.53,17.05
"050US36017","36017",0,0,0,0,47.9,95.8
"050US36019","36019",20,13,90.91,59.09,13.77,27.54
"050US36021","36021",18,0,85.71,0,25.59,51.17
"050US36023","36023",13,10,100,76.92,10.79,21.59
"050US36025","36025",0,0,0,0,68.26,136.52
"050US36027","36027",80,53,97.56,64.63,12.8,25.6
"050US36029","36029",254,217,97.69,83.46,9.15,18.31
"050US36031","36031",1,0,5.56,0,57.93,115.86
"050US36033","36033",0,0,0,0,72.38,144.75
"050US36035","36035",15,3,88.24,17.65,21.18,42.37
"050US36037","36037",18,10,100,55.56,11.27,22.54
"050US36039","36039",7,0,38.89,0,37.27,74.55
"050US36041","36041",0,0,0,0,46.58,93.16
"050US36043","36043",11,2,55,10,28.61,57.22
"050US36045","36045",27,12,75,33.33,19.27,38.53
"050US36047","36047",804,804,100,100,2.95,5.9
"050US36049","36049",1,0,11.11,0,48.21,96.41
"050US36051","36051",6,0,33.33,0,41.93,83.85
"050US36053","36053",12,0,63.16,0,28.17,56.34
"050US36055","36055",123,99,58.57,47.14,25.52,51.04
"050US36057","36057",12,9,75,56.25,14.71,29.42
"050US36059","36059",281,270,100,96.09,7.76,15.52
"050US36061","36061",310,310,100,100,1.72,3.45
"050US36063","36063",64,53,98.46,81.54,10,20
"050US36065","36065",73,59,97.33,78.67,8.88,17.75
"050US36067","36067",141,123,99.3,86.62,8.65,17.3
"050US36069","36069",24,8,60,20,26.06,52.13
"050US36071","36071",90,54,97.83,58.7,13.54,27.08
"050US36073","36073",13,6,100,46.15,11.98,23.96
"050US36075","36075",42,19,95.45,43.18,15.6,31.2
"050US36077","36077",0,0,0,0,55.8,111.6
"050US36079","36079",24,17,100,70.83,10.84,21.68
"050US36081","36081",724,722,100,99.72,3.85,7.69
"050US36083","36083",47,34,97.92,70.83,10.84,21.68
"050US36085","36085",125,125,100,100,4.95,9.9
"050US36087","36087",80,78,100,97.5,8.28,16.56
"050US36089","36089",11,4,36.67,13.33,33.8,67.6
"050US36091","36091",47,18,72.31,27.69,23.38,46.76
"050US36093","36093",45,44,100,97.78,5.1,10.19
"050US36095","36095",1,0,12.5,0,41.79,83.57
"050US36097","36097",2,0,40,0,33.02,66.04
"050US36099","36099",11,4,100,36.36,17.52,35.03
"050US36101","36101",9,0,29.03,0,44.68,89.37
"050US36103","36103",364,334,94.79,86.98,10.93,21.86
"050US36105","36105",7,0,22.58,0,41.19,82.38
"050US36107","36107",8,0,72.73,0,27.01,54.02
"050US36109","36109",26,20,100,76.92,8.37,16.75
"050US36111","36111",42,22,84,44,19.32,38.64
"050US36113","36113",0,0,0,0,51.9,103.8
"050US36115","36115",1,0,4.76,0,46.2,92.41
"050US36117","36117",6,0,24,0,37.98,75.97
"050US36119","36119",239,202,99.17,83.82,8.46,16.93
"050US36121","36121",6,0,50,0,33.18,66.36
"050US36123","36123",3,0,37.5,0,32.38,64.75
"050US37001","37001",33,2,89.19,5.41,23.02,46.04
"050US37003","37003",7,6,100,85.71,9.98,19.96
"050US37005","37005",1,0,33.33,0,35.25,70.51
"050US37007","37007",2,0,22.22,0,37.52,75.05
"050US37009","37009",2,0,22.22,0,36.18,72.35
"050US37011","37011",1,0,20,0,36.41,72.83
"050US37013","37013",2,0,15.38,0,39.13,78.25
"050US37015","37015",2,0,40,0,42.1,84.2
"050US37017","37017",5,0,45.45,0,30.37,60.75
"050US37019","37019",42,16,97.67,37.21,17.92,35.84
"050US37021","37021",65,51,100,78.46,9.66,19.31
"050US37023","37023",21,18,100,85.71,12.18,24.37
"050US37025","37025",47,35,100,74.47,12.05,24.09
"050US37027","37027",19,14,100,73.68,9.99,19.99
"050US37029","37029",1,0,50,0,23.71,47.42
"050US37031","37031",28,23,90.32,74.19,13.08,26.15
"050US37033","37033",4,0,66.67,0,26.95,53.89
"050US37035","37035",33,26,97.06,76.47,11.44,22.88
"050US37037","37037",19,6,100,31.58,16.99,33.98
"050US37039","37039",6,0,50,0,28.07,56.15
"050US37041","37041",0,0,0,0,72.97,145.94
"050US37043","37043",3,1,75,25,19.82,39.63
"050US37045","37045",24,17,100,70.83,12.73,25.45
"050US37047","37047",5,0,33.33,0,34.18,68.36
"050US37049","37049",26,13,100,50,14.93,29.87
"050US37051","37051",81,72,100,88.89,9.07,18.14
"050US37053","37053",3,0,30,0,32.56,65.11
"050US37055","37055",8,4,80,40,18.72,37.44
"050US37057","37057",42,32,100,76.19,11.77,23.53
"050US37059","37059",10,3,100,30,18.93,37.85
"050US37061","37061",6,0,28.57,0,32.07,64.14
"050US37063","37063",68,67,100,98.53,6.9,13.8
"050US37065","37065",14,3,100,21.43,19.3,38.61
"050US37067","37067",86,81,90.53,85.26,11.51,23.02
"050US37069","37069",13,2,81.25,12.5,24.31,48.62
"050US37071","37071",85,66,100,77.65,10.31,20.61
"050US37073","37073",0,0,0,0,31.71,63.41
"050US37075","37075",0,0,0,0,58.89,117.78
"050US37077","37077",14,1,93.33,6.67,20.52,41.04
"050US37079","37079",5,0,100,0,22.25,44.5
"050US37081","37081",124,102,98.41,80.95,9.4,18.8
"050US37083","37083",13,7,81.25,43.75,18.4,36.79
"050US37085","37085",28,8,100,28.57,17.59,35.19
"050US37087","37087",20,13,95.24,61.9,12.52,25.03
"050US37089","37089",30,25,100,83.33,10.2,20.4
"050US37091","37091",7,4,87.5,50,16.1,32.21
"050US37093","37093",11,1,91.67,8.33,23.03,46.06
"050US37095","37095",0,0,0,0,NA,NA
"050US37097","37097",46,22,100,47.83,14.91,29.82
"050US37099","37099",5,1,55.56,11.11,33.5,67.01
"050US37101","37101",53,20,100,37.74,16,31.99
"050US37103","37103",2,0,66.67,0,27.49,54.98
"050US37105","37105",16,14,100,87.5,9.2,18.39
"050US37107","37107",9,0,52.94,0,29.2,58.4
"050US37109","37109",17,0,94.44,0,23.32,46.65
"050US37111","37111",12,7,100,58.33,15.38,30.77
"050US37113","37113",7,1,70,10,29.2,58.39
"050US37115","37115",4,2,57.14,28.57,25.41,50.81
"050US37117","37117",2,0,33.33,0,33.75,67.51
"050US37119","37119",305,262,100,85.9,9.73,19.46
"050US37121","37121",0,0,0,0,40.2,80.41
"050US37123","37123",3,0,30,0,36.58,73.16
"050US37125","37125",28,10,96.55,34.48,17.26,34.53
"050US37127","37127",24,21,96,84,10.21,20.42
"050US37129","37129",54,48,100,88.89,7.85,15.7
"050US37131","37131",7,1,70,10,27.77,55.55
"050US37133","37133",45,28,100,62.22,12.27,24.53
"050US37135","37135",40,22,95.24,52.38,15.31,30.62
"050US37137","37137",3,0,50,0,31.33,62.66
"050US37139","37139",5,4,50,40,44.76,89.53
"050US37141","37141",13,3,86.67,20,23.44,46.88
"050US37143","37143",0,0,0,0,63.15,126.3
"050US37145","37145",0,0,0,0,46.32,92.63
"050US37147","37147",42,34,100,80.95,10.32,20.64
"050US37149","37149",5,0,62.5,0,27.5,55
"050US37151","37151",34,24,100,70.59,12.34,24.67
"050US37153","37153",0,0,0,0,42.59,85.18
"050US37155","37155",34,20,97.14,57.14,14.66,29.33
"050US37157","37157",20,11,90.91,50,15.31,30.62
"050US37159","37159",31,20,100,64.52,11.14,22.28
"050US37161","37161",12,0,54.55,0,30.15,60.31
"050US37163","37163",18,10,90,50,15.28,30.56
"050US37165","37165",0,0,0,0,36.05,72.09
"050US37167","37167",6,0,35.29,0,31.53,63.06
"050US37169","37169",0,0,0,0,50.35,100.7
"050US37171","37171",4,2,17.39,8.7,36.59,73.18
"050US37173","37173",2,1,40,20,26.87,53.73
"050US37175","37175",5,0,41.67,0,35.22,70.43
"050US37177","37177",0,0,0,0,NA,NA
"050US37179","37179",48,23,100,47.92,14.51,29.02
"050US37181","37181",11,11,91.67,91.67,9.59,19.18
"050US37183","37183",230,210,100,91.3,8.94,17.88
"050US37185","37185",3,0,42.86,0,29.79,59.59
"050US37187","37187",0,0,0,0,66.86,133.72
"050US37189","37189",12,9,92.31,69.23,12.86,25.71
"050US37191","37191",30,23,100,76.67,11.03,22.05
"050US37193","37193",18,11,100,61.11,12.67,25.34
"050US37195","37195",25,21,100,84,11.08,22.15
"050US37197","37197",9,2,100,22.22,18.16,36.32
"050US37199","37199",0,0,0,0,34.49,68.99
"050US38001","38001",0,0,0,0,NA,NA
"050US38003","38003",0,0,0,0,52.48,104.97
"050US38005","38005",0,0,0,0,NA,NA
"050US38007","38007",0,0,0,0,NA,NA
"050US38009","38009",0,0,0,0,77.59,155.19
"050US38011","38011",0,0,0,0,NA,NA
"050US38013","38013",0,0,0,0,NA,NA
"050US38015","38015",18,15,94.74,78.95,8.63,17.26
"050US38017","38017",43,39,97.73,88.64,8.43,16.87
"050US38019","38019",0,0,0,0,NA,NA
"050US38021","38021",0,0,0,0,NA,NA
"050US38023","38023",0,0,0,0,NA,NA
"050US38025","38025",0,0,0,0,NA,NA
"050US38027","38027",0,0,0,0,NA,NA
"050US38029","38029",0,0,0,0,65.22,130.44
"050US38031","38031",0,0,0,0,NA,NA
"050US38033","38033",0,0,0,0,NA,NA
"050US38035","38035",19,17,86.36,77.27,10.29,20.57
"050US38037","38037",0,0,0,0,72.95,145.9
"050US38039","38039",0,0,0,0,84.4,168.8
"050US38041","38041",0,0,0,0,NA,NA
"050US38043","38043",0,0,0,0,55.71,111.42
"050US38045","38045",0,0,0,0,NA,NA
"050US38047","38047",0,0,0,0,86.91,173.82
"050US38049","38049",0,0,0,0,48.22,96.43
"050US38051","38051",0,0,0,0,NA,NA
"050US38053","38053",0,0,0,0,NA,NA
"050US38055","38055",0,0,0,0,59.65,119.3
"050US38057","38057",0,0,0,0,74.81,149.63
"050US38059","38059",5,4,71.43,57.14,19.22,38.44
"050US38061","38061",0,0,0,0,70.42,140.85
"050US38063","38063",0,0,0,0,75.82,151.64
"050US38065","38065",0,0,0,0,42.9,85.8
"050US38067","38067",0,0,0,0,71.89,143.77
"050US38069","38069",0,0,0,0,86.71,173.42
"050US38071","38071",0,0,0,0,NA,NA
"050US38073","38073",0,0,0,0,67.24,134.49
"050US38075","38075",0,0,0,0,55.5,111
"050US38077","38077",0,0,0,0,48.85,97.69
"050US38079","38079",0,0,0,0,NA,NA
"050US38081","38081",0,0,0,0,86.05,172.1
"050US38083","38083",0,0,0,0,75.2,150.4
"050US38085","38085",0,0,0,0,69.92,139.85
"050US38087","38087",0,0,0,0,NA,NA
"050US38089","38089",0,0,0,0,82.25,164.5
"050US38091","38091",0,0,0,0,62.47,124.94
"050US38093","38093",0,0,0,0,81.36,162.72
"050US38095","38095",0,0,0,0,NA,NA
"050US38097","38097",1,0,25,0,35.86,71.72
"050US38099","38099",0,0,0,0,57.32,114.65
"050US38101","38101",14,11,87.5,68.75,13.07,26.15
"050US38103","38103",0,0,0,0,NA,NA
"050US38105","38105",0,0,0,0,NA,NA
"050US39001","39001",7,4,100,57.14,16.84,33.68
"050US39003","39003",35,30,100,85.71,7.49,14.98
"050US39005","39005",9,0,75,0,25.01,50.02
"050US39007","39007",24,13,85.71,46.43,15.39,30.78
"050US39009","39009",14,10,93.33,66.67,13.51,27.03
"050US39011","39011",7,2,63.64,18.18,23.33,46.67
"050US39013","39013",15,1,68.18,4.55,27.27,54.53
"050US39015","39015",9,1,90,10,20.7,41.41
"050US39017","39017",86,76,100,88.37,7.88,15.75
"050US39019","39019",1,0,14.29,0,37.64,75.27
"050US39021","39021",6,0,60,0,31.38,62.75
"050US39023","39023",45,37,100,82.22,7.86,15.72
"050US39025","39025",46,36,95.83,75,11.83,23.65
"050US39027","39027",10,7,100,70,10.22,20.44
"050US39029","39029",11,0,44,0,29.16,58.33
"050US39031","39031",0,0,0,0,39.28,78.57
"050US39033","39033",12,0,92.31,0,23.06,46.12
"050US39035","39035",427,366,100,85.71,9.39,18.79
"050US39037","39037",4,0,28.57,0,31.66,63.31
"050US39039","39039",0,0,0,0,44.88,89.76
"050US39041","39041",40,19,100,47.5,15.08,30.15
"050US39043","39043",19,16,100,84.21,7.95,15.89
"050US39045","39045",36,32,100,88.89,7.64,15.29
"050US39047","39047",4,0,57.14,0,29.9,59.8
"050US39049","39049",328,324,100,98.78,5.86,11.71
"050US39051","39051",8,0,80,0,27.13,54.26
"050US39053","39053",0,0,0,0,39.88,79.76
"050US39055","39055",19,2,90.48,9.52,22.85,45.7
"050US39057","39057",42,37,100,88.1,10.04,20.08
"050US39059","39059",4,0,40,0,31.45,62.91
"050US39061","39061",226,222,100,98.23,6.5,13
"050US39063","39063",1,0,6.67,0,36.55,73.1
"050US39065","39065",3,0,37.5,0,34.6,69.21
"050US39067","39067",0,0,0,0,36.57,73.13
"050US39069","39069",2,0,28.57,0,35.56,71.11
"050US39071","39071",0,0,0,0,38.31,76.62
"050US39073","39073",5,0,71.43,0,25.27,50.54
"050US39075","39075",2,0,20,0,39.36,78.73
"050US39077","39077",7,0,53.85,0,29.28,58.56
"050US39079","39079",7,3,100,42.86,14.57,29.13
"050US39081","39081",19,3,86.36,13.64,22.18,44.36
"050US39083","39083",3,0,21.43,0,34.67,69.35
"050US39085","39085",59,49,100,83.05,9.86,19.73
"050US39087","39087",17,13,94.44,72.22,12.88,25.77
"050US39089","39089",46,39,100,84.78,9.47,18.93
"050US39091","39091",0,0,0,0,42.39,84.77
"050US39093","39093",78,65,98.73,82.28,10.7,21.4
"050US39095","39095",168,164,100,97.62,5.33,10.65
"050US39097","39097",12,6,100,50,15.14,30.29
"050US39099","39099",75,69,100,92,7.75,15.5
"050US39101","39101",18,16,100,88.89,7.65,15.29
"050US39103","39103",39,4,92.86,9.52,22.55,45.1
"050US39105","39105",1,0,16.67,0,36.3,72.61
"050US39107","39107",0,0,0,0,41.81,83.62
"050US39109","39109",23,19,100,82.61,11.75,23.51
"050US39111","39111",0,0,0,0,60.28,120.56
"050US39113","39113",156,150,100,96.15,6.28,12.56
"050US39115","39115",0,0,0,0,44.85,89.7
"050US39117","39117",8,0,88.89,0,25.75,51.51
"050US39119","39119",21,16,100,76.19,10.19,20.38
"050US39121","39121",2,0,50,0,33.24,66.47
"050US39123","39123",7,0,46.67,0,32.63,65.25
"050US39125","39125",0,0,0,0,42.29,84.59
"050US39127","39127",5,0,55.56,0,29.39,58.78
"050US39129","39129",15,3,93.75,18.75,19.58,39.16
"050US39131","39131",3,0,42.86,0,30.16,60.32
"050US39133","39133",38,25,100,65.79,12.51,25.02
"050US39135","39135",12,1,100,8.33,22.9,45.8
"050US39137","39137",5,0,62.5,0,27.84,55.68
"050US39139","39139",30,24,100,80,8.32,16.64
"050US39141","39141",17,9,100,52.94,12.42,24.84
"050US39143","39143",1,0,6.67,0,39,78
"050US39145","39145",21,11,100,52.38,12.06,24.11
"050US39147","39147",0,0,0,0,51.04,102.07
"050US39149","39149",10,5,100,50,17.86,35.72
"050US39151","39151",90,74,100,82.22,9.2,18.4
"050US39153","39153",138,125,100,90.58,7.58,15.16
"050US39155","39155",54,47,100,87.04,8.27,16.55
"050US39157","39157",23,14,95.83,58.33,13.98,27.96
"050US39159","39159",11,0,84.62,0,26.55,53.11
"050US39161","39161",2,0,22.22,0,32.23,64.46
"050US39163","39163",1,0,33.33,0,33.72,67.43
"050US39165","39165",44,42,100,95.45,9.3,18.61
"050US39167","39167",16,7,88.89,38.89,17.99,35.98
"050US39169","39169",20,2,62.5,6.25,26.67,53.34
"050US39171","39171",0,0,0,0,51.53,103.07
"050US39173","39173",26,14,83.87,45.16,17.88,35.77
"050US39175","39175",3,0,50,0,27.91,55.83
"050US40001","40001",0,0,0,0,40.09,80.18
"050US40003","40003",0,0,0,0,84.96,169.91
"050US40005","40005",0,0,0,0,41.98,83.97
"050US40007","40007",0,0,0,0,NA,NA
"050US40009","40009",0,0,0,0,89.59,179.18
"050US40011","40011",0,0,0,0,58.09,116.19
"050US40013","40013",11,2,84.62,15.38,19.58,39.17
"050US40015","40015",6,3,60,30,24.72,49.44
"050US40017","40017",35,21,94.59,56.76,16.41,32.81
"050US40019","40019",15,10,93.75,62.5,13.35,26.69
"050US40021","40021",13,7,100,53.85,13.75,27.49
"050US40023","40023",0,0,0,0,70.41,140.81
"050US40025","40025",0,0,0,0,NA,NA
"050US40027","40027",65,39,91.55,54.93,14.39,28.78
"050US40029","40029",0,0,0,0,50.73,101.46
"050US40031","40031",37,30,97.37,78.95,9.61,19.21
"050US40033","40033",1,0,50,0,26.22,52.43
"050US40035","40035",3,0,60,0,30.05,60.09
"050US40037","40037",14,1,60.87,4.35,27.12,54.24
"050US40039","40039",0,0,0,0,65.92,131.84
"050US40041","40041",3,0,23.08,0,39.09,78.18
"050US40043","40043",0,0,0,0,84.28,168.56
"050US40045","40045",0,0,0,0,NA,NA
