"HEROP_ID","FIPS","SocEcAdvIn","LimMobInd","UrbCoreInd","MicaInd"
"140US26065004902","26065004902",1.59,-0.02,1.22,0.73
"140US26065006402","26065006402",1.31,-0.53,-1.42,0.22
"140US26099252000","26099252000",1.52,-0.42,0.05,-0.06
"140US26099255400","26099255400",1.56,-0.33,-0.98,-0.29
"140US26099256600","26099256600",-0.78,-1.57,-0.18,0.43
"140US26099232100","26099232100",1.13,0,0.35,0.5
"140US26099240600","26099240600",1.69,-0.51,0,-0.03
"140US26099245100","26099245100",-0.12,-0.48,-0.24,0.76
"140US26011970500","26011970500",0.24,-1.78,-0.88,0.13
"140US26027001900","26027001900",1.32,-1.04,-1.41,-0.26
"140US26045020902","26045020902",0.69,-1.06,-0.62,0.47
"140US26049011711","26049011711",0.33,-1.82,-0.38,0.74
"140US26049012603","26049012603",0.62,-1.59,-1.9,0.06
"140US26163546200","26163546200",-1.37,0.09,-1.3,1.31
"140US26163562600","26163562600",2.16,1.02,0.43,1.04
"140US26163572000","26163572000",1.1,-0.39,-1.33,-0.53
"140US26099250000","26099250000",1.38,-0.08,-1.14,-0.05
"140US26061000600","26061000600",1.15,-0.87,0.35,0
"140US26065980200","26065980200",NA,NA,NA,NA
"140US26075005900","26075005900",-1.32,-3.03,-0.42,0.49
"140US26081012201","26081012201",3.05,1.21,-0.06,0.19
"140US26093743600","26093743600",2.48,0.34,-0.84,0
"140US26163599000","26163599000",0.85,-0.14,-0.92,0.81
"140US26125154600","26125154600",1.76,1.76,-0.95,1.12
"140US26125171500","26125171500",-1.96,-0.86,-0.56,1.04
"140US26129950300","26129950300",1.64,-1.69,-0.7,-1.21
"140US26057001000","26057001000",1.21,-0.15,-0.7,0.14
"140US26139025100","26139025100",0.36,-0.22,-0.52,-0.52
"140US26147633100","26147633100",2.35,-0.19,-0.96,-0.59
"140US26099255800","26099255800",0.53,-0.91,-0.57,0.34
"140US26111291101","26111291101",1.73,-0.68,-0.65,-0.74
"140US26121002500","26121002500",2.66,0.31,-0.73,-0.49
"140US26125132100","26125132100",1.99,-0.09,-0.22,-0.08
"140US26077001701","26077001701",0.77,-0.9,0.18,0.3
"140US26077002901","26077002901",1.69,0.07,-0.94,0.08
"140US26077006102","26077006102",1.93,-0.47,-0.31,-0.16
"140US26081011406","26081011406",-3.4,0.63,0.85,0.58
"140US26145011500","26145011500",-1.52,-1.3,-1.75,1.36
"140US26125121000","26125121000",0.6,-0.63,-0.28,0.55
"140US26077001507","26077001507",-2.2,-1.5,2.09,1.83
"140US26045021301","26045021301",0.62,0.14,-1.15,0.67
"140US26047970500","26047970500",1.5,-0.06,-1.09,-0.08
"140US26163580700","26163580700",0.13,-1.92,-0.21,0.89
"140US26111290300","26111290300",2.84,0.16,-0.31,-0.14
"140US26037010201","26037010201",1.9,-1.15,-0.19,-0.98
"140US26099255500","26099255500",0.72,-1.27,-0.04,-0.3
"140US26091060302","26091060302",1.91,-0.94,-0.37,-0.5
"140US26091062300","26091062300",2.26,0.23,-0.28,0.22
"140US26163530500","26163530500",-2.61,-1.15,-1.28,1.92
"140US26065005502","26065005502",1.44,0.42,-0.3,0.86
"140US26009960400","26009960400",1.85,-1.27,-0.22,-1.19
"140US26017286300","26017286300",1.01,-1.02,-1.08,-0.15
"140US26163556300","26163556300",2.11,-0.21,0.5,-0.26
"140US26163571700","26163571700",-1.4,-0.31,-0.64,0.52
"140US26093712601","26093712601",2.31,0.51,-0.81,0.53
"140US26093724001","26093724001",1.29,-0.07,-0.58,0.1
"140US26093733100","26093733100",1.58,-0.39,-1.03,-0.5
"140US26099215500","26099215500",0.84,0.88,-0.72,-0.31
"140US26099224300","26099224300",2.22,1.38,-0.56,-0.13
"140US26139020200","26139020200",0.55,0.06,-1.25,0.68
"140US26099247601","26099247601",-0.78,0.49,-0.11,0.95
"140US26103002600","26103002600",2.76,-1.42,0.19,-1.43
"140US26049013600","26049013600",-3.27,-3,0.12,1.44
"140US26163584100","26163584100",1.53,-1.02,-0.68,-0.29
"140US26111290900","26111290900",2.37,1.04,-0.1,0.66
"140US26099263900","26099263900",-3.97,-1.34,-2.06,1.69
"140US26077002201","26077002201",-0.37,-1.22,-1,-0.54
"140US27013170700","27013170700",0.17,-0.98,1.65,1.7
"140US27003050223","27003050223",2.54,0.95,-0.8,0.41
"140US27003050232","27003050232",2.33,1.72,-0.75,0.81
"140US27003050610","27003050610",1.86,1.3,-0.48,0.85
"140US27037060826","27037060826",2.23,0.67,-0.87,0.32
"140US27039950500","27039950500",2.16,1.22,-0.93,0.77
"140US27043460600","27043460600",1.2,-0.47,-0.3,-0.33
"140US27045960600","27045960600",2,-0.51,-0.27,-0.52
"140US27085950700","27085950700",0.9,0.54,-0.46,-0.43
"140US27091790600","27091790600",-0.27,0.08,-0.85,0.66
"140US27097780200","27097780200",1.71,0.14,-0.87,0.02
"140US27103480501","27103480501",1.5,0.39,-0.5,0.47
"140US27107960200","27107960200",1.78,-0.01,-0.45,-0.64
"140US27109001501","27109001501",1.86,1.45,-1.03,1
"140US27109001701","27109001701",0.27,1.12,-0.33,0.56
"140US27113090200","27113090200",0.5,0.56,-1.03,0.69
"140US27083360300","27083360300",1.71,0.72,0.08,0.95
"140US27123030202","27123030202",0.57,1.09,1.18,0.96
"140US27123030702","27123030702",0.45,1.82,-0.88,0.25
"140US27123036800","27123036800",0.98,-0.13,0.76,1.33
"140US27053026810","27053026810",-2.71,1.36,-0.66,0.44
"140US27053026907","27053026907",2.71,2.19,-0.38,0.97
"140US27053100800","27053100800",-2.79,0.77,-1.17,1.84
"140US27053101200","27053101200",2.1,0.59,1.29,0.32
"140US27053103100","27053103100",-0.58,-1.05,2.28,-0.22
"140US27053105600","27053105600",0.65,-1.03,3.44,0.79
"140US27123031000","27123031000",-4.33,1.19,0.16,0.1
"140US27123032000","27123032000",0.03,-0.26,-0.27,1.31
"140US27123033500","27123033500",-3.61,0.64,-0.74,1.01
"140US27123035000","27123035000",2.01,1.2,0.23,0.98
"140US27053022801","27053022801",3.84,1.27,0.64,0.15
"140US27053024100","27053024100",1.61,0.55,0.78,0.1
"140US27053024802","27053024802",-3.33,1.37,0.06,-1.19
"140US27053025603","27053025603",2.27,0.07,0.36,-0.39
"140US27053026020","27053026020",1.18,0.46,0.37,0.41
"140US27157490300","27157490300",2.48,-0.4,0.06,-0.48
"140US27163070104","27163070104",1.28,0.29,-0.46,0.51
"140US27163070602","27163070602",0.88,0.58,-0.3,0.29
"140US27163071013","27163071013",2.77,0.28,-0.21,-0.3
"140US27163071206","27163071206",1.2,1.62,-1.24,1.28
"140US27053106200","27053106200",-2.59,-1.16,2.75,1.01
"140US27053107400","27053107400",-0.61,0.4,0.13,0.3
"140US27053109400","27053109400",-5.53,2.96,-0.61,-0.33
"140US27053110900","27053110900",1.49,0.69,0.71,0.13
"140US27059130200","27059130200",1.03,0.3,-1.22,0.51
"140US27061480100","27061480100",1.48,-1.73,-0.59,-1.04
"140US27067780800","27067780800",-2,-1.03,-0.21,0.53
"140US27069090200","27069090200",2.75,-0.14,-0.32,-0.8
"140US27071790100","27071790100",0.41,-1.32,-0.74,0.27
"140US27075370100","27075370100",2.76,-0.17,-0.05,-0.94
"140US27003050820","27003050820",2.06,1.8,-0.45,0.8
"140US27007940001","27007940001",-5.07,0.51,-2.23,2.41
"140US27171100204","27171100204",1.53,1.58,-1.26,1.3
"140US27171101300","27171101300",1.23,1.36,-1.28,0.62
"140US27013171202","27013171202",0.11,-0.67,0.92,1.25
"140US27019090503","27019090503",2.97,2.22,-0.32,1.18
"140US27019090602","27019090602",3.16,2.27,0.29,1.09
"140US27025110100","27025110100",2.25,0.53,-0.39,-0.32
"140US27027020300","27027020300",0.04,-0.48,0.15,0.68
"140US27037060102","27037060102",1.68,0.39,-0.48,0.26
"140US27037060202","27037060202",1.04,-0.23,-0.28,0.64
"140US27037060711","27037060711",0.83,-0.9,0.79,0
"140US27037060726","27037060726",1.18,0.9,0.9,0.27
"140US27037060743","27037060743",-0.54,1.52,-1.4,1.89
"140US27037060819","27037060819",2.12,2.03,-1.22,1.16
"140US27053026404","27053026404",3.28,0.67,0.8,0.29
"140US27053026510","27053026510",2.27,0.59,0.9,0.64
"140US27053026706","27053026706",3.03,1.03,-0.23,0.22
"140US27047180900","27047180900",-0.1,-1.04,-0.15,-0.07
"140US27053000300","27053000300",1.15,0.55,-0.46,0.66
"140US27053002200","27053002200",-6.76,-0.9,-1.68,3.24
"140US27053005902","27053005902",-6.44,-0.69,0.52,1.21
"140US27053011000","27053011000",1.65,1.15,-0.06,0.86
"140US27053020304","27053020304",-0.9,1.24,-0.42,0.87
"140US27053020902","27053020902",2.43,0.96,-0.25,-0.05
"140US27053022000","27053022000",2.3,0.08,1.26,0.32
"140US27123040504","27123040504",0.99,1.44,-0.31,1.36
"140US27123041002","27123041002",1.81,0.96,-0.21,0.06
"140US27123041602","27123041602",-1.29,0.73,0.79,-0.93
"140US27123042301","27123042301",1.96,-0.01,-0.14,-0.45
"140US27131070601","27131070601",-0.13,-0.01,0.12,-0.28
"140US27131070902","27131070902",-1.56,1.16,-0.86,0.79
"140US27137001100","27137001100",2.59,0.38,0.72,0.55
"140US27137002000","27137002000",-0.24,-1.45,-0.32,1.59
"140US27137003400","27137003400",-0.23,-1.19,0.41,0.5
"140US27137013300","27137013300",0.36,-1.01,-0.83,0.44
"140US27137013500","27137013500",1.7,-0.36,-0.63,0.47
"140US27139080500","27139080500",0.95,-1.02,0.14,-1.14
"140US27141030503","27141030503",1.57,0.93,-0.7,0.32
"140US27147960300","27147960300",0.31,0.95,-0.99,0.42
"140US27053023501","27053023501",2.73,-0.1,1.32,0.37
"140US27053024003","27053024003",1.36,1.82,1.28,0.25
"140US27053024300","27053024300",-1.53,1.38,1.18,-0.13
"140US27053024903","27053024903",-1.15,1.26,-0.12,0.86
"140US27053025601","27053025601",1.13,-0.71,0.74,-0.52
"140US27013171600","27013171600",1.1,0.46,-0.05,1.3
"140US27015960400","27015960400",2.67,-0.31,-0.04,-0.43
"140US27021940002","27021940002",-2.43,-0.52,-1.12,1.45
"140US27021960200","27021960200",0.87,-2.38,-0.49,-0.36
"140US27023950400","27023950400",1.9,-0.08,-0.22,-0.45
"140US27025110301","27025110301",1.26,0.28,-0.8,0.59
"140US27027020400","27027020400",-0.38,-0.28,0.84,1.13
"140US27027030103","27027030103",0.69,0.82,-0.77,1.22
"140US27033270400","27033270400",0.74,-1.67,-0.49,-0.36
"140US27035951301","27035951301",2.06,0.36,-0.41,0.27
"140US27037060302","27037060302",0.73,0.05,-0.22,0.64
"140US27037060828","27037060828",0.62,1.77,-0.04,0.82
"140US27089080400","27089080400",1.67,0.25,-0.61,-0.22
"140US27089080300","27089080300",2.21,-0.68,-0.12,-1.11
"140US27003050235","27003050235",1.69,0.79,-1.11,0.45
"140US27003050602","27003050602",0.22,0.16,-0.73,0.44
"140US27053026014","27053026014",3.07,2,-0.47,0.68
"140US27053026019","27053026019",-0.29,1.79,1.2,1.06
"140US27037061005","27037061005",0.79,1.04,-0.67,0.87
"140US27037061009","27037061009",2.12,2.52,-1.09,1.51
"140US27047180100","27047180100",2.03,0.48,-1,-0.24
"140US27053000101","27053000101",-0.63,0.66,-0.88,0.05
"140US27053000102","27053000102",-1.1,0.92,-0.87,1.15
"140US27053000601","27053000601",1.13,0.67,0.43,-0.01
"140US27053008100","27053008100",1.91,0.38,2.7,1.1
"140US27053009500","27053009500",-3.33,0.78,1.4,0.15
"140US27053020302","27053020302",-1.28,0.11,0.58,0.77
"140US27053026611","27053026611",1.96,0.76,0.36,0.64
"140US27053026713","27053026713",2.61,1.26,-0.31,0.58
"140US27053026809","27053026809",-4.41,2.31,-0.15,0.35
"140US27053026818","27053026818",-0.61,0.77,-1.32,0.89
"140US27053026908","27053026908",2.86,2.14,-0.53,0.54
"140US27053027202","27053027202",1.64,0.65,0.12,0.34
"140US27053100200","27053100200",-0.85,-1.35,0.2,1.22
"140US27123036100","27123036100",-4.05,-0.48,0.16,1.01
"140US27123037200","27123037200",-2.54,0.86,-0.51,-0.13
"140US27053100900","27053100900",-3.45,-0.09,-1.24,1.69
"140US27053102300","27053102300",-2.45,-2.62,1.72,0.73
"140US27053104100","27053104100",-3.2,-0.45,-0.26,1.94
"140US27053105201","27053105201",1.99,-1.92,4.41,-0.09
"140US27053110800","27053110800",1.7,1.2,0.22,0.84
"140US27053111400","27053111400",2.92,1.81,0.33,1.2
"140US27053125800","27053125800",-4.98,1.11,1.55,-0.54
"140US27059130301","27059130301",1.14,0.04,-0.93,0.53
"140US27061480400","27061480400",2.21,-1.18,-0.41,-1.08
"140US27061480802","27061480802",1.26,-1.89,0.04,-0.76
"140US27003050116","27003050116",2.01,1.07,-0.69,0.46
"140US27079950500","27079950500",1.09,0.73,-0.5,0.05
"140US27083360700","27083360700",0.39,-0.94,-1.06,-0.32
"140US27037060727","27037060727",0.84,0.36,0.54,1.17
"140US27037060733","27037060733",1.65,1.15,-0.67,1.05
"140US27037060738","27037060738",0.18,1.48,-0.24,0.52
"140US27037060747","27037060747",0.87,0.73,-0.38,0.76
"140US27037060812","27037060812",1.33,1.12,-0.83,1.05
"140US27037060817","27037060817",2.17,1.82,-1.06,0.84
"140US27113090400","27113090400",1.2,-0.59,-0.3,-0.18
"140US27115950400","27115950400",0.35,-0.88,-0.52,0.14
"140US27117460300","27117460300",0.59,-0.48,-0.23,-0.35
"140US27119020500","27119020500",2.17,0.77,-0.65,0.23
"140US27123031300","27123031300",-3.93,-0.82,-0.36,2
"140US27123031600","27123031600",-4.53,1.22,-1.27,1.14
"140US27123032200","27123032200",0.72,-0.52,0.41,1.17
"140US27123032600","27123032600",-4.18,1.08,-0.72,0.69
"140US27123033600","27123033600",-6.78,-1.24,1.51,3.01
"140US27123033900","27123033900",-1.16,0.78,1.15,1.22
"140US27123034602","27123034602",-3.02,2.42,-0.62,-0.11
"140US27123035100","27123035100",1.32,0.36,1.28,1.21
"140US27053021100","27053021100",0.75,-0.39,-0.46,0.05
"140US27053021504","27053021504",1.4,0.4,0.06,0.27
"140US27053022101","27053022101",1.06,0.5,1.02,1.06
"140US27053022400","27053022400",-0.13,0.6,-0.63,1.18
"140US27053106900","27053106900",-1.08,-0.44,1.91,1.05
"140US27053108000","27053108000",2.07,0.17,3.15,0.83
"140US27053109000","27053109000",2.64,1,0.1,0.16
"140US27053020600","27053020600",0.34,-0.26,-0.38,-0.26
"140US27003050227","27003050227",1.77,1.26,-1.49,0.44
"140US27103480100","27103480100",2.76,0.96,-0.43,-0.03
"140US27103480200","27103480200",2.43,0.63,-0.44,-0.08
"140US27103480600","27103480600",1.75,0.26,0.09,0.78
"140US27109000300","27109000300",0.16,0.35,-0.33,0.58
"140US27109000500","27109000500",0.16,0.5,0.47,0.64
"140US27109001301","27109001301",1.47,0.85,0.52,0.68
"140US27109001602","27109001602",3.1,1.07,0.17,-0.17
"140US27109002100","27109002100",1.4,0.95,-0.71,0.89
"140US27053110200","27053110200",1.88,0.69,0.06,0.47
"140US27095970100","27095970100",1.34,-2.26,-0.2,-0.79
"140US27099000300","27099000300",-1.44,-0.1,-0.81,0.47
"140US27099000600","27099000600",0.65,0.56,-1.31,-0.87
"140US27123041106","27123041106",1.77,0.7,-0.12,0.81
"140US27123041700","27123041700",2.47,-0.51,0.88,0.23
"140US27123042101","27123042101",1.02,-0.71,0.75,-0.42
"140US27123042501","27123042501",0.64,-0.01,-0.1,0.43
"140US27123040705","27123040705",2.8,0.82,0.01,0.33
"140US27123040902","27123040902",-0.59,0.5,-0.84,1.25
"140US27163070801","27163070801",2.37,1.43,0.5,-0.62
"140US27163070910","27163070910",1.2,0.61,-0.28,0.19
"140US27163070912","27163070912",-0.3,-0.24,-0.18,0.14
"140US27169670500","27169670500",-0.51,-2.27,1.3,1.18
"140US27171100701","27171100701",1.27,-0.25,-0.6,0.03
"140US27003050704","27003050704",1.72,0.23,-0.54,0
"140US27003050805","27003050805",1.66,1.2,-0.88,0.63
"140US27003050811","27003050811",1.47,-0.15,0.04,-0.34
"140US27003051001","27003051001",0.46,-1.1,0.13,0.84
"140US27003051304","27003051304",0.17,-0.17,-0.08,0.16
"140US27003051305","27003051305",-2.04,-0.09,0.12,-0.86
"140US27007450500","27007450500",1.21,-1.07,-0.55,-0.64
"140US27009020202","27009020202",1.99,0.68,-0.57,0.4
"140US27013170600","27013170600",0.38,-0.42,0.66,0.51
"140US27129790100","27129790100",1.7,0.32,-0.59,-0.41
"140US27129790500","27129790500",1.12,-0.28,-0.42,0.19
"140US27131070504","27131070504",0.75,0.91,-0.66,1.13
"140US27137000400","27137000400",1.76,-0.62,0.26,0.22
"140US27137001200","27137001200",-0.87,-1.36,0.58,1.74
"140US27137012300","27137012300",1.13,-0.92,-0.56,0.78
"140US27037060603","27037060603",3.4,0.85,0.78,0.36
"140US27037060713","27037060713",2.45,1.18,-0.49,0.23
"140US27137013800","27137013800",1.07,-1.65,-0.24,-0.05
"140US27137014000","27137014000",2.22,-1.35,-0.73,-0.88
"140US27137015500","27137015500",1.6,-1.77,-0.31,-0.99
"140US27139080203","27139080203",1.42,1.94,-1.02,0.32
"140US27139081100","27139081100",2.63,1.91,-0.53,0.95
"140US27141030504","27141030504",2.7,1.57,-0.64,0.27
"140US27145000401","27145000401",0.15,0.67,-0.02,1
"140US27147960200","27147960200",2.42,0.46,-0.63,0.43
"140US27147960700","27147960700",2.63,0.51,-0.26,0.15
"140US27149480300","27149480300",1.59,0.23,-0.2,0.35
"140US27157490200","27157490200",2.72,-0.05,-0.26,-0.37
"140US27163070105","27163070105",2.6,0.49,-0.83,0.2
"140US27163070406","27163070406",2.63,0.79,0.27,0.69
"140US27053025702","27053025702",1.43,-0.87,0.6,-1.04
"140US27053026403","27053026403",1.81,-0.68,1.44,0.15
"140US27053026605","27053026605",2.75,1.15,0.05,0.37
"140US27053100400","27053100400",-2.84,0.34,-0.46,1.94
"140US27053108900","27053108900",2.63,0.74,-0.26,-0.13
"140US27053125700","27053125700",-4.25,0.21,-0.92,1.68
"140US27061940000","27061940000",-0.02,-0.26,-0.78,0.13
"140US27071790300","27071790300",2.53,-0.71,-0.39,-0.72
"140US27109000400","27109000400",1.88,-0.18,1.09,0.48
"140US27109001401","27109001401",1.05,-0.01,-0.53,0.73
"140US27137003300","27137003300",-0.77,-0.46,-1.62,1.92
"140US27145000402","27145000402",2.3,1.43,-0.98,0.55
"140US27123042201","27123042201",0.42,0.34,-0.45,-0.1
"140US27131070503","27131070503",2.91,1.66,-0.86,0.6
"140US27053006800","27053006800",-0.89,-0.57,2.87,0.78
"140US27053010700","27053010700",3.86,2.41,1.08,0.82
"140US27053022802","27053022802",1.42,-0.6,2.74,0.4
"140US27123034202","27123034202",-0.08,-2.74,3.1,0.48
"140US27123035900","27123035900",0.11,-2.8,1.61,0.34
"140US27117460500","27117460500",2.02,0.04,-0.76,-0.78
"140US27123031100","27123031100",-1.11,1.21,-0.44,-0.26
"140US27123035300","27123035300",1.66,0.91,0.15,0.48
"140US27139080205","27139080205",2.55,2.26,-1.03,0.69
"140US27145000301","27145000301",0.82,-0.32,-0.35,0.98
"140US27163071006","27163071006",1.98,1.15,0.49,0.42
"140US27163071208","27163071208",1.25,0.93,-1.03,0.35
"140US27167950100","27167950100",2.42,0.44,-0.46,-0.31
"140US27071790500","27071790500",1.12,-0.88,-0.41,-1.13
"140US27095170500","27095170500",1.22,-0.57,-0.57,0.14
"140US27053026206","27053026206",3.41,-0.59,0.78,-0.88
"140US27053026823","27053026823",2.15,1.75,-0.56,-0.07
"140US27053105204","27053105204",-1.46,-3.48,2.91,0.95
"140US27003050216","27003050216",2.6,1.78,-1,0.87
"140US27003051002","27003051002",1.3,-0.52,-0.43,-0.35
"140US27015960700","27015960700",2.62,0.58,-0.25,-0.28
"140US27019090501","27019090501",2.79,1.74,-0.25,0.82
"140US27027020600","27027020600",1.47,-0.13,-0.52,0.54
"140US27037060734","27037060734",3.22,1.72,0.39,0.61
"140US27109001703","27109001703",2.43,1.05,0.32,0.59
"140US27123030500","27123030500",-5.65,0.37,-1.08,1.35
"140US27123040901","27123040901",1.49,0.71,-0.45,0
"140US27047180400","27047180400",2.55,-0.03,-0.11,-0.66
"140US27053000603","27053000603",2.88,0.83,0.74,0.5
"140US27053008200","27053008200",-2.32,-1.1,2.27,-0.78
"140US27053023901","27053023901",3,1.54,-0.15,0.54
"140US27003050110","27003050110",2.08,0.89,-0.52,0.61
"140US27003050712","27003050712",1.56,0.5,-0.61,0.67
"140US27003051203","27003051203",2.05,0.47,0.32,0.22
"140US27019090302","27019090302",2.08,2.63,-1.03,1.44
"140US27021960100","27021960100",1.41,-2.04,-0.74,-0.76
"140US27027020100","27027020100",1.65,0.61,-0.39,0.4
"140US27037060606","27037060606",2.84,0.86,0.38,0.45
"140US27037060821","27037060821",1.36,1.04,-0.66,0.46
"140US27053002700","27053002700",-2.87,1.23,-0.19,0.77
"140US27053009600","27053009600",-1.13,1.06,-0.14,1.13
"140US27053021503","27053021503",0.83,0.1,0.65,0.02
"140US27137001900","27137001900",-1.56,-6.19,2.24,0.11
"140US27145011600","27145011600",-0.95,-2.43,2,1.89
"140US27137003000","27137003000",2.31,-0.15,0.3,0.11
"140US27161790100","27161790100",1.94,0.69,-0.69,0.26
"140US27163071016","27163071016",3.21,2.66,-0.25,1.1
"140US27037060822","27037060822",2.99,1.32,-0.27,0.62
"140US27077460400","27077460400",2.72,-0.3,-0.13,-0.93
"140US27109001800","27109001800",1.89,2.06,-1.53,1.21
"140US27001770100","27001770100",2.49,-2.07,-0.35,-1.6
"140US27037060201","27037060201",1.72,0.69,-0.33,0.38
"140US27049080101","27049080101",0.98,-1.36,0.36,0.27
"140US27137002900","27137002900",1.68,-0.57,-0.15,-0.68
"140US27053109300","27053109300",0.57,0.11,1.93,0.36
"140US27053103400","27053103400",-8.42,-1.87,2.09,3.74
"140US27053003200","27053003200",-2.05,0.94,-1.48,2.61
"140US27053024006","27053024006",3.03,0.85,0.09,0.18
"140US27053102100","27053102100",-4.94,0.57,-0.15,2.56
"140US27123036400","27123036400",2.26,1.31,0.24,1.21
"140US27123040502","27123040502",2.07,-0.68,0.26,-0.64
"140US27091790500","27091790500",2.35,-1.12,-0.08,-0.95
"140US27109000100","27109000100",-0.22,-8.33,3.47,-1.82
"140US27173970100","27173970100",1.22,0.14,-0.79,-0.28
"140US27053026021","27053026021",2.99,2.26,-0.06,1.14
"140US27053101600","27053101600",-5.65,-1.54,-1.1,2.51
"140US27053103900","27053103900",-1.24,-1.25,2.97,2.04
"140US27053105700","27053105700",-1.43,-2.56,1.86,0.59
"140US27003050609","27003050609",2.23,0.44,-0.72,0.42
"140US27003051202","27003051202",0.71,-0.25,0.29,-0.43
"140US27007450300","27007450300",2,0.47,-0.85,-0.02
"140US27019091201","27019091201",1.23,0.7,-0.54,0.51
"140US27025110401","27025110401",2.16,1.1,-0.9,0.75
"140US27031480100","27031480100",1.82,-0.28,0.35,-0.63
"140US27037060101","27037060101",0.82,0.69,0.04,0.17
"140US27037060806","27037060806",3.23,1.36,0.1,0.11
"140US27037061105","27037061105",1.43,0.42,-0.93,0.35
"140US27123040703","27123040703",3.12,0.56,0.34,-0.22
"140US27123041601","27123041601",2.59,0.24,0.3,-0.59
"140US27137000600","27137000600",2.27,0.38,-0.61,0.17
"140US27037061004","27037061004",2.53,2.07,-0.92,1
"140US27053106700","27053106700",1.58,0.1,3.06,0.97
"140US27053003300","27053003300",-5,0.13,-1.54,2.8
"140US27053106400","27053106400",-1.52,-2.18,2.08,-0.68
"140US27053110000","27053110000",-2.52,0.68,-0.54,0.22
"140US27061481000","27061481000",1.48,-0.8,-1.07,0.1
"140US27037060811","27037060811",2.19,0.83,-0.1,0.22
"140US27007450702","27007450702",-0.43,-1.17,-0.55,0.88
"140US27003050215","27003050215",2.86,1.14,-0.45,0.35
"140US27123031701","27123031701",-3,0.74,-1.43,0.73
"140US27123040802","27123040802",2.92,0.83,-0.08,0.28
"140US27037060829","27037060829",1.73,1.85,-0.41,1.28
"140US27137011100","27137011100",2.56,0.77,-0.45,-0.08
"140US27053026708","27053026708",2.69,1.36,-0.4,0.31
"140US27053026714","27053026714",2.3,1.46,-0.13,1.01
"140US27053026814","27053026814",0.35,1.63,-1.01,0.53
"140US27053026816","27053026816",-0.57,1.98,-0.83,1.07
"140US27053026909","27053026909",2.38,1.59,-0.69,1.01
"140US27053027002","27053027002",2.74,1.09,-0.21,0.3
"140US27053027203","27053027203",2.79,0.19,1.43,0.31
"140US27003050608","27003050608",0.2,0.78,-0.09,0.47
"140US27003050709","27003050709",2.05,-0.37,-0.2,-0.24
"140US27003050806","27003050806",1.57,1.58,-0.83,0.69
"140US27003050809","27003050809",1.52,1.61,-0.62,0.32
"140US27013170200","27013170200",2.25,1.1,-0.66,0.55
"140US27007450400","27007450400",1.32,-0.61,-0.53,-0.47
"140US27005450900","27005450900",2.65,-0.06,-0.42,-0.66
"140US27007450100","27007450100",1.2,0.56,-0.83,0.55
"140US27043460300","27043460300",2.02,-0.25,-0.81,-0.42
"140US27045960100","27045960100",1.77,0.12,-0.63,0.17
"140US27173970400","27173970400",1.94,0.99,-0.89,0.12
"140US27003050108","27003050108",1.38,0.8,-1,0.63
"140US27003050115","27003050115",1.69,1.55,-0.52,-0.38
"140US27053022901","27053022901",2.66,0.33,1.25,0.4
"140US27053023100","27053023100",3.47,2.25,-0.04,1.01
"140US27053023300","27053023300",-0.29,0.57,0.28,0.75
"140US27053023903","27053023903",3.55,0.47,1.61,-0.44
"140US27053024400","27053024400",1.66,-2.32,1.85,-1.46
"140US27053024600","27053024600",0.58,-0.35,1.04,-0.44
"140US27053025301","27053025301",3.03,-0.77,0.53,-0.72
"140US27053025403","27053025403",0.26,0.26,0.4,0.12
"140US27053025802","27053025802",3.33,0.77,0.1,-0.17
"140US27041450200","27041450200",2.61,-0.27,-0.4,-0.61
"140US27041450701","27041450701",1.44,-1.15,0.96,-0.24
"140US27041450702","27041450702",1.78,-0.23,-0.49,-0.05
"140US27001790501","27001790501",2.22,-1.82,-0.21,-1.36
"140US27053026022","27053026022",2.94,2.85,-0.3,0.87
"140US27003050813","27003050813",1.58,1.68,-0.71,0.75
"140US27003051103","27003051103",-0.06,0.8,-1.15,1.01
"140US27003051400","27003051400",-0.28,0.88,0.12,0
"140US27003051502","27003051502",1.01,-0.88,0.73,0.28
"140US27005450600","27005450600",1.28,-1.68,-0.05,-0.47
"140US27037060731","27037060731",2.92,2.11,-0.22,1.12
"140US27037060737","27037060737",0.69,-0.12,0.57,0.09
"140US27037060746","27037060746",0.2,-0.07,0.65,0.72
"140US27037060748","27037060748",2,1.25,0.11,0.6
"140US27037060814","27037060814",2.54,1.84,-0.44,0.94
"140US27037060816","27037060816",2.39,2.61,-1.42,1.56
"140US27003050208","27003050208",2.05,1.18,-0.99,0.75
"140US27003050218","27003050218",2.72,1.43,-0.75,0.26
"140US27003050226","27003050226",1.86,1.61,-0.87,0.75
"140US27043460200","27043460200",1.73,-0.69,-0.59,-0.72
"140US27043460400","27043460400",1.34,-0.65,-0.25,-0.23
"140US27045960300","27045960300",1.65,-0.62,-0.56,0.05
"140US27003050228","27003050228",1.48,1.87,-1.38,0.98
"140US27003050402","27003050402",1.03,-0.65,0.3,0.13
"140US27003050505","27003050505",0.46,-0.4,-0.18,0.8
"140US27137011300","27137011300",2.07,-0.99,-0.31,-0.56
"140US27137012200","27137012200",-0.42,-2.06,-1.28,0.51
"140US27137012700","27137012700",2.02,-0.67,-0.82,-0.54
"140US27053026207","27053026207",1.5,0.48,-0.07,0.66
"140US27053026301","27053026301",3.6,0.8,2.3,0.56
"140US27053026302","27053026302",3.17,1.28,0.39,0.45
