HEROP_ID,FIPS,PcpPer100k,SpPer100k,TotPcp,TotSp
140US36081055600,36081055600,0.0,0.0,0.0,0
140US36081056400,36081056400,0.0,160.51,0.0,2
140US36081068300,36081068300,244.44,439.99,10.0,18
140US36081073900,36081073900,636.73,1038.87,38.0,62
140US36081077902,36081077902,40.99,40.99,2.0,2
140US36015000100,36015000100,0.0,0.0,0.0,0
140US36015000600,36015000600,25.83,0.0,1.0,0
140US36019100300,36019100300,0.0,0.0,0.0,0
140US36019101300,36019101300,231.48,154.32,6.0,4
140US36047008000,36047008000,0.0,0.0,0.0,0
140US36047009200,36047009200,0.0,0.0,0.0,0
140US36047010600,36047010600,203.34,67.78,9.0,3
140US36047011600,36047011600,0.0,58.58,0.0,2
140US36055003900,36055003900,0.0,0.0,0.0,0
140US36047041500,36047041500,0.0,0.0,0.0,0
140US36047042000,36047042000,60.98,304.88,1.0,5
140US36047042700,36047042700,0.0,0.0,0.0,0
140US36047043400,36047043400,147.54,88.52,5.0,3
140US36021000800,36021000800,64.39,64.39,1.0,1
140US36021001300,36021001300,777.03,1385.14,23.0,41
140US36023970300,36023970300,0.0,32.56,0.0,1
140US36029005700,36029005700,0.0,31.0,0.0,1
140US36047092000,36047092000,0.0,0.0,0.0,0
140US36047092800,36047092800,31.85,0.0,1.0,0
140US36047094402,36047094402,0.0,0.0,0.0,0
140US36047096200,36047096200,0.0,53.65,0.0,1
140US36047097400,36047097400,34.81,0.0,1.0,0
140US36047099200,36047099200,0.0,84.39,0.0,2
140US36065024301,36065024301,0.0,0.0,0.0,0
140US36055004900,36055004900,0.0,0.0,0.0,0
140US36047044000,36047044000,34.94,0.0,1.0,0
140US36047044700,36047044700,0.0,0.0,0.0,0
140US36047045300,36047045300,0.0,0.0,0.0,0
140US36047046400,36047046400,0.0,0.0,0.0,0
140US36047047700,36047047700,0.0,0.0,0.0,0
140US36047048400,36047048400,35.02,52.53,2.0,3
140US36047051002,36047051002,65.1,0.0,3.0,0
140US36047051602,36047051602,24.92,24.92,1.0,1
140US36059416300,36059416300,0.0,29.68,0.0,1
140US36119012400,36119012400,19.29,115.72,1.0,6
140US36091062800,36091062800,143.47,47.82,3.0,1
140US36093020900,36093020900,176.74,106.04,5.0,3
140US36093021500,36093021500,0.0,0.0,0.0,0
140US36115084000,36115084000,61.51,30.76,4.0,2
140US36117020201,36117020201,86.26,0.0,4.0,0
140US36117020402,36117020402,151.9,0.0,6.0,0
140US36081133300,36081133300,105.96,238.41,4.0,9
140US36047019900,36047019900,28.54,28.54,1.0,1
140US36047020500,36047020500,0.0,0.0,0.0,0
140US36047021100,36047021100,0.0,0.0,0.0,0
140US36047022100,36047022100,0.0,0.0,0.0,0
140US36029006902,36029006902,0.0,0.0,0.0,0
140US36081077907,36081077907,0.0,0.0,0.0,0
140US36081079900,36081079900,66.27,364.48,2.0,11
140US36047038800,36047038800,0.0,0.0,0.0,0
140US36047039200,36047039200,33.05,33.05,1.0,1
140US36047039800,36047039800,219.22,328.83,6.0,9
140US36047023200,36047023200,92.49,37.0,5.0,2
140US36047023800,36047023800,181.49,155.56,7.0,6
140US36055013103,36055013103,0.0,0.0,0.0,0
140US36055013505,36055013505,0.0,0.0,0.0,0
140US36055013701,36055013701,0.0,0.0,0.0,0
140US36055014001,36055014001,0.0,21.75,0.0,1
140US36055014204,36055014204,351.43,39.05,9.0,1
140US36055014302,36055014302,158.89,99.3,8.0,5
140US36055014804,36055014804,43.69,0.0,3.0,0
140US36059301101,36059301101,15.11,15.11,1.0,1
140US36059302200,36059302200,229.53,1020.15,9.0,40
140US36055005700,36055005700,0.0,0.0,0.0,0
140US36055006200,36055006200,0.0,0.0,0.0,0
140US36055007100,36055007100,0.0,0.0,0.0,0
140US36065025003,36065025003,0.0,0.0,0.0,0
140US36065025700,36065025700,167.29,0.0,4.0,0
140US36065026400,36065026400,108.91,36.3,6.0,2
140US36067000300,36067000300,0.0,0.0,0.0,0
140US36067000600,36067000600,0.0,0.0,0.0,0
140US36081002500,36081002500,0.0,0.0,0.0,0
140US36081003000,36081003000,0.0,0.0,0.0,0
140US36081003900,36081003900,70.22,0.0,1.0,0
140US36081004300,36081004300,0.0,0.0,0.0,0
140US36081005200,36081005200,0.0,0.0,0.0,0
140US36081006100,36081006100,0.0,17.94,0.0,1
140US36081006502,36081006502,0.0,139.39,0.0,5
140US36081008600,36081008600,0.0,0.0,0.0,0
140US36081009800,36081009800,0.0,36.98,0.0,1
140US36081010200,36081010200,0.0,34.76,0.0,1
140US36081010800,36081010800,0.0,0.0,0.0,0
140US36059518203,36059518203,67.9,135.81,3.0,6
140US36059518700,36059518700,189.26,757.05,11.0,44
140US36059519400,36059519400,0.0,0.0,0.0,0
140US36059519704,36059519704,807.49,1808.79,25.0,56
140US36059520401,36059520401,0.0,47.0,0.0,2
140US36059521301,36059521301,0.0,333.17,0.0,7
140US36059521602,36059521602,0.0,0.0,0.0,0
140US36059981100,36059981100,0.0,0.0,0.0,0
140US36061025100,36061025100,3692.87,19926.87,101.0,545
140US36061031900,36061031900,,,0.0,0
140US36063020500,36063020500,52.25,156.74,1.0,3
140US36063021300,36063021300,0.0,0.0,0.0,0
140US36063022200,36063022200,0.0,0.0,0.0,0
140US36063022803,36063022803,0.0,0.0,0.0,0
140US36055008100,36055008100,1236.71,3428.08,57.0,158
140US36055008702,36055008702,0.0,0.0,0.0,0
140US36055009602,36055009602,0.0,49.78,0.0,1
140US36055010400,36055010400,197.89,65.96,9.0,3
140US36055011201,36055011201,0.0,0.0,0.0,0
140US36055011504,36055011504,14.93,0.0,1.0,0
140US36055011605,36055011605,0.0,0.0,0.0,0
140US36055012304,36055012304,210.92,492.15,9.0,21
140US36093032901,36093032901,26.03,0.0,1.0,0
140US36099950200,36099950200,77.82,38.91,2.0,1
140US36059302600,36059302600,0.0,0.0,0.0,0
140US36067001400,36067001400,0.0,0.0,0.0,0
140US36067002300,36067002300,2250.8,3987.14,35.0,62
140US36067005602,36067005602,0.0,0.0,0.0,0
140US36067005900,36067005900,0.0,0.0,0.0,0
140US36067010321,36067010321,71.99,36.0,2.0,1
140US36067010900,36067010900,0.0,244.6,0.0,6
140US36067011231,36067011231,397.74,209.34,19.0,10
140US36081014000,36081014000,51.69,0.0,2.0,0
140US36081023800,36081023800,105.42,63.25,5.0,3
140US36081093800,36081093800,99.52,39.81,5.0,2
140US36091062503,36091062503,0.0,16.56,0.0,1
140US36081094700,36081094700,44.76,0.0,1.0,0
140US36081099100,36081099100,42.75,14.25,3.0,1
140US36081099705,36081099705,74.52,74.52,2.0,2
140US36081101700,36081101700,0.0,83.11,0.0,5
140US36081108500,36081108500,0.0,0.0,0.0,0
140US36081109900,36081109900,0.0,98.94,0.0,3
140US36081114700,36081114700,0.0,0.0,0.0,0
140US36081116700,36081116700,57.77,115.54,1.0,2
140US36081118900,36081118900,0.0,92.72,0.0,2
140US36081120100,36081120100,2711.43,2194.96,42.0,34
140US36091060400,36091060400,159.05,0.0,4.0,0
140US36091060503,36091060503,0.0,45.19,0.0,1
140US36029011100,36029011100,0.0,0.0,0.0,0
140US36029011600,36029011600,478.93,191.57,10.0,4
140US36029012300,36029012300,0.0,0.0,0.0,0
140US36029013400,36029013400,159.67,47.9,10.0,3
140US36047012700,36047012700,20.83,0.0,1.0,0
140US36047013100,36047013100,23.66,0.0,1.0,0
140US36047013800,36047013800,32.44,129.74,1.0,4
140US36047014800,36047014800,606.06,454.55,8.0,6
140US36047015200,36047015200,1427.37,2602.85,34.0,62
140US36047016000,36047016000,176.54,428.75,7.0,17
140US36047016700,36047016700,0.0,90.4,0.0,5
140US36047017200,36047017200,0.0,0.0,0.0,0
140US36047017800,36047017800,93.31,31.1,3.0,1
140US36047018501,36047018501,0.0,0.0,0.0,0
140US36047019400,36047019400,0.0,51.43,0.0,2
140US36025970300,36025970300,0.0,0.0,0.0,0
140US36027050204,36027050204,0.0,0.0,0.0,0
140US36047053000,36047053000,48.8,146.41,2.0,6
140US36047053800,36047053800,21.55,43.1,1.0,2
140US36047054500,36047054500,0.0,0.0,0.0,0
140US36047055000,36047055000,240.24,270.27,8.0,9
140US36047055500,36047055500,0.0,0.0,0.0,0
140US36047056300,36047056300,0.0,0.0,0.0,0
140US36047056900,36047056900,569.62,0.0,9.0,0
140US36047058600,36047058600,68.94,34.47,2.0,1
140US36047059300,36047059300,0.0,0.0,0.0,0
140US36047067600,36047067600,55.65,222.59,1.0,4
140US36047079601,36047079601,21.3,42.6,1.0,2
140US36047081800,36047081800,259.12,453.47,12.0,21
140US36047086400,36047086400,0.0,0.0,0.0,0
140US36047095600,36047095600,22.03,44.06,1.0,2
140US36047114201,36047114201,0.0,0.0,0.0,0
140US36055001500,36055001500,0.0,0.0,0.0,0
140US36063022804,36063022804,29.93,0.0,1.0,0
140US36065021301,36065021301,67.34,33.67,2.0,1
140US36029003302,36029003302,108.77,36.26,3.0,1
140US36029006601,36029006601,0.0,42.63,0.0,1
140US36029009007,36029009007,40.18,227.7,3.0,17
140US36029010400,36029010400,0.0,47.3,0.0,1
140US36029014604,36029014604,49.4,111.15,4.0,9
140US36029016300,36029016300,47.96,0.0,1.0,0
140US36047001500,36047001500,0.0,0.0,0.0,0
140US36047003700,36047003700,297.44,475.91,5.0,8
140US36055003000,36055003000,0.0,0.0,0.0,0
140US36061027100,36061027100,145.7,62.44,14.0,6
140US36103159511,36103159511,0.0,0.0,0.0,0
140US36107020701,36107020701,0.0,0.0,0.0,0
140US36111952100,36111952100,166.48,110.99,6.0,4
140US36115080300,36115080300,0.0,37.47,0.0,2
140US36119000101,36119000101,68.27,91.03,3.0,4
140US36119002401,36119002401,0.0,0.0,0.0,0
140US36119003200,36119003200,0.0,41.89,0.0,1
140US36119006000,36119006000,166.83,595.81,7.0,25
140US36047028000,36047028000,0.0,55.4,0.0,1
140US36047029900,36047029900,0.0,0.0,0.0,0
140US36061000201,36061000201,141.09,246.91,4.0,7
140US36061002700,36061002700,0.0,69.88,0.0,1
140US36061007600,36061007600,251.13,1506.78,5.0,30
140US36061009100,36061009100,320.15,272.13,20.0,17
140US36061012700,36061012700,0.0,30.59,0.0,2
140US36061016001,36061016001,53.26,719.04,2.0,27
140US36061022302,36061022302,0.0,0.0,0.0,0
140US36085015602,36085015602,149.61,119.69,5.0,4
140US36005006900,36005006900,12.36,0.0,1.0,0
140US36055014103,36055014103,45.91,229.57,2.0,10
140US36055015303,36055015303,30.78,30.78,1.0,1
140US36059302300,36059302300,131.96,175.94,6.0,8
140US36059406100,36059406100,0.0,30.6,0.0,1
140US36059411100,36059411100,136.55,0.0,6.0,0
140US36059414201,36059414201,78.86,0.0,4.0,0
140US36119013102,36119013102,46.26,169.62,3.0,11
140US36059416202,36059416202,83.21,0.0,4.0,0
140US36059518600,36059518600,71.46,71.46,3.0,3
140US36087011506,36087011506,18.14,0.0,1.0,0
140US36087012402,36087012402,56.11,0.0,3.0,0
140US36089491200,36089491200,0.0,0.0,0.0,0
140US36101960400,36101960400,75.38,0.0,3.0,0
140US36039080800,36039080800,38.67,38.67,1.0,1
140US36047101000,36047101000,0.0,44.5,0.0,1
140US36047102200,36047102200,90.21,90.21,2.0,2
140US36047109800,36047109800,0.0,42.9,0.0,1
140US36047111800,36047111800,0.0,0.0,0.0,0
140US36047113000,36047113000,0.0,0.0,0.0,0
140US36047115000,36047115000,0.0,0.0,0.0,0
140US36047116200,36047116200,0.0,0.0,0.0,0
140US36047117201,36047117201,0.0,0.0,0.0,0
140US36047119200,36047119200,0.0,0.0,0.0,0
140US36047120200,36047120200,50.74,0.0,1.0,0
140US36051030300,36051030300,31.02,0.0,1.0,0
140US36051030900,36051030900,36.27,36.27,1.0,1
140US36081014500,36081014500,43.69,43.69,1.0,1
140US36081015600,36081015600,70.13,175.32,2.0,5
140US36081016400,36081016400,0.0,0.0,0.0,0
140US36081017600,36081017600,0.0,0.0,0.0,0
140US36119004900,36119004900,0.0,99.4,0.0,3
140US36119005300,36119005300,75.87,75.87,4.0,4
140US36119005901,36119005901,41.56,103.91,2.0,5
140US36119006400,36119006400,34.89,0.0,2.0,0
140US36119007300,36119007300,20.08,180.72,1.0,9
140US36119007900,36119007900,112.37,74.92,9.0,6
140US36119008403,36119008403,26.43,26.43,1.0,1
140US36119009200,36119009200,30.36,136.63,2.0,9
140US36119009900,36119009900,660.28,1485.64,20.0,45
140US36119010804,36119010804,0.0,145.88,0.0,4
140US36119011200,36119011200,92.7,92.7,4.0,4
140US36029006201,36029006201,0.0,47.73,0.0,1
140US36081140300,36081140300,86.28,0.0,2.0,0
140US36081140901,36081140901,0.0,202.22,0.0,2
140US36083040100,36083040100,0.0,0.0,0.0,0
140US36083040600,36083040600,85.22,42.61,2.0,1
140US36083052002,36083052002,0.0,0.0,0.0,0
140US36083052303,36083052303,0.0,96.25,0.0,1
140US36083052602,36083052602,0.0,381.68,0.0,4
140US36085000700,36085000700,0.0,19.3,0.0,1
140US36085003600,36085003600,0.0,37.64,0.0,1
140US36085007500,36085007500,25.07,0.0,1.0,0
140US36085011202,36085011202,0.0,73.01,0.0,4
140US36103190603,36103190603,40.31,120.92,2.0,6
140US36105950100,36105950100,0.0,0.0,0.0,0
140US36105950900,36105950900,0.0,31.75,0.0,1
140US36109000800,36109000800,220.99,147.33,6.0,4
140US36109001600,36109001600,22.53,0.0,1.0,0
140US36111950300,36111950300,0.0,0.0,0.0,0
140US36111951800,36111951800,0.0,0.0,0.0,0
140US36111952000,36111952000,116.23,154.98,3.0,4
140US36111953500,36111953500,18.74,243.63,1.0,13
140US36067010800,36067010800,41.22,164.88,2.0,8
140US36067013500,36067013500,0.0,36.52,0.0,2
140US36069050800,36069050800,32.1,128.41,1.0,4
140US36071012900,36071012900,34.89,69.78,1.0,2
140US36073040500,36073040500,0.0,0.0,0.0,0
140US36081000700,36081000700,49.35,0.0,3.0,0
140US36081006201,36081006201,0.0,0.0,0.0,0
140US36081013500,36081013500,133.33,66.67,2.0,1
140US36063023100,36063023100,0.0,0.0,0.0,0
140US36027120000,36027120000,41.1,41.1,1.0,1
140US36027140500,36027140500,0.0,33.26,0.0,1
140US36027150006,36027150006,203.77,203.77,4.0,4
140US36027160005,36027160005,464.58,967.87,12.0,25
140US36027210201,36027210201,75.11,50.08,3.0,2
140US36027220700,36027220700,1047.73,3337.21,27.0,86
140US36029000700,36029000700,54.35,27.17,2.0,1
140US36055003200,36055003200,56.56,56.56,1.0,1
140US36061014401,36061014401,0.0,99.64,0.0,5
140US36029001402,36029001402,188.32,75.33,5.0,2
140US36029001700,36029001700,335.01,4969.29,6.0,89
140US36029005000,36029005000,499.79,83.3,12.0,2
140US36029010500,36029010500,468.93,664.32,12.0,17
140US36085013201,36085013201,200.4,66.8,3.0,1
140US36085014604,36085014604,0.0,57.27,0.0,4
140US36085014607,36085014607,43.94,0.0,2.0,0
140US36085017005,36085017005,38.06,38.06,2.0,2
140US36085017012,36085017012,0.0,0.0,0.0,0
140US36085018701,36085018701,0.0,0.0,0.0,0
140US36085020804,36085020804,33.81,16.9,2.0,1
140US36085024401,36085024401,16.31,16.31,1.0,1
140US36085027702,36085027702,0.0,14.47,0.0,1
140US36085029103,36085029103,58.22,11.64,5.0,1
140US36087010701,36087010701,0.0,0.0,0.0,0
140US36087010803,36087010803,319.37,450.87,17.0,24
140US36087012203,36087012203,0.0,0.0,0.0,0
140US36087012700,36087012700,43.63,109.08,2.0,5
140US36047030600,36047030600,58.75,0.0,1.0,0
140US36047031500,36047031500,20.89,0.0,1.0,0
140US36047032300,36047032300,219.72,82.39,8.0,3
140US36047033300,36047033300,43.39,65.09,2.0,3
140US36047033700,36047033700,51.02,25.51,2.0,1
140US36047034700,36047034700,187.17,187.17,7.0,7
140US36047035000,36047035000,99.44,0.0,3.0,0
140US36047036001,36047036001,63.45,95.18,2.0,3
140US36047036400,36047036400,631.05,210.35,15.0,5
140US36047037100,36047037100,0.0,0.0,0.0,0
140US36081029900,36081029900,,,0.0,0
140US36081032000,36081032000,39.43,59.15,2.0,3
140US36081033900,36081033900,0.0,0.0,0.0,0
140US36081035800,36081035800,142.79,142.79,6.0,6
140US36119013400,36119013400,14.76,14.76,1.0,1
140US36119014300,36119014300,94.52,94.52,4.0,4
140US36119014804,36119014804,11.81,11.81,1.0,1
140US36119014909,36119014909,35.97,0.0,1.0,0
140US36121970300,36121970300,0.0,0.0,0.0,0
140US36059405200,36059405200,29.88,0.0,2.0,0
140US36059406002,36059406002,279.33,111.73,10.0,4
140US36059406600,36059406600,0.0,24.38,0.0,1
140US36059407000,36059407000,12.51,12.51,1.0,1
140US36059407204,36059407204,36.31,145.24,1.0,4
140US36059407802,36059407802,2197.18,6084.51,39.0,108
140US36059408200,36059408200,190.81,143.11,12.0,9
140US36061014801,36061014801,287.08,861.24,9.0,27
140US36061015300,36061015300,39.76,149.09,4.0,15
140US36061015700,36061015700,143.52,338.29,14.0,33
140US36061016002,36061016002,27.98,783.44,1.0,28
140US36061016600,36061016600,0.0,0.0,0.0,0
140US36061017402,36061017402,0.0,41.46,0.0,1
140US36061018000,36061018000,0.0,0.0,0.0,0
140US36067000200,36067000200,0.0,0.0,0.0,0
140US36067004000,36067004000,143.06,143.06,2.0,2
140US36061018500,36061018500,42.6,0.0,2.0,0
140US36061019600,36061019600,25.67,179.72,1.0,7
140US36061020000,36061020000,164.11,0.0,6.0,0
140US36061020800,36061020800,0.0,0.0,0.0,0
140US36061021500,36061021500,0.0,0.0,0.0,0
140US36061021800,36061021800,58.27,14.57,4.0,1
140US36061022700,36061022700,0.0,0.0,0.0,0
140US36061023400,36061023400,0.0,0.0,0.0,0
140US36067012900,36067012900,0.0,0.0,0.0,0
140US36059416801,36059416801,0.0,288.88,0.0,6
140US36059517302,36059517302,0.0,19.19,0.0,1
140US36081018501,36081018501,0.0,0.0,0.0,0
140US36081019400,36081019400,0.0,0.0,0.0,0
140US36081020400,36081020400,0.0,0.0,0.0,0
140US36081022002,36081022002,42.33,14.11,3.0,1
140US36029017400,36029017400,91.55,0.0,4.0,0
140US36067015100,36067015100,35.38,35.38,2.0,2
140US36067015500,36067015500,177.43,0.0,5.0,0
140US36067016501,36067016501,57.94,0.0,1.0,0
140US36067940000,36067940000,1492.54,0.0,2.0,0
140US36069050900,36069050900,439.17,263.5,10.0,6
140US36069051000,36069051000,888.1,1420.96,25.0,40
140US36069051700,36069051700,403.63,1967.71,8.0,39
140US36071000501,36071000501,0.0,0.0,0.0,0
140US36071002100,36071002100,195.75,195.75,7.0,7
140US36071011102,36071011102,0.0,0.0,0.0,0
140US36103159411,36103159411,0.0,0.0,0.0,0
140US36047061003,36047061003,55.8,55.8,1.0,1
140US36047061004,36047061004,109.87,235.44,7.0,15
140US36047063200,36047063200,0.0,0.0,0.0,0
140US36047064400,36047064400,33.1,66.2,1.0,2
140US36047065400,36047065400,0.0,0.0,0.0,0
140US36075020800,36075020800,0.0,0.0,0.0,0
140US36075021102,36075021102,294.74,378.95,7.0,9
140US36075021602,36075021602,222.1,83.29,8.0,3
140US36077590900,36077590900,232.56,968.99,6.0,25
140US36077591300,36077591300,0.0,0.0,0.0,0
140US36079010700,36079010700,78.09,117.14,2.0,3
140US36081000100,36081000100,11.33,45.3,1.0,4
140US36081001200,36081001200,152.75,101.83,6.0,4
140US36113070300,36113070300,60.4,90.61,2.0,3
140US36115080200,36115080200,111.98,0.0,3.0,0
140US36081015000,36081015000,0.0,0.0,0.0,0
140US36047073400,36047073400,49.48,49.48,1.0,1
140US36047074000,36047074000,0.0,0.0,0.0,0
140US36047075400,36047075400,0.0,136.43,0.0,2
140US36047077600,36047077600,0.0,0.0,0.0,0
140US36047078800,36047078800,0.0,0.0,0.0,0
140US36047079602,36047079602,43.01,21.51,2.0,1
140US36047085200,36047085200,,,0.0,0
140US36047086200,36047086200,36.32,36.32,1.0,1
140US36081084601,36081084601,0.0,0.0,0.0,0
140US36081085700,36081085700,150.04,93.77,8.0,5
140US36081088400,36081088400,12.12,24.25,1.0,2
140US36081092500,36081092500,25.47,0.0,1.0,0
140US36031961300,36031961300,0.0,0.0,0.0,0
140US36033950700,36033950700,0.0,0.0,0.0,0
140US36035971000,36035971000,406.65,776.34,11.0,21
140US36035971100,36035971100,43.52,0.0,1.0,0
140US36037940100,36037940100,0.0,0.0,0.0,0
140US36037951000,36037951000,120.77,0.0,3.0,0
140US36051031400,36051031400,109.36,481.19,5.0,22
140US36061022102,36061022102,39.08,39.08,1.0,1
140US36087011800,36087011800,0.0,0.0,0.0,0
140US36081109700,36081109700,0.0,57.84,0.0,1
140US36085002002,36085002002,28.88,28.88,1.0,1
140US36047075200,36047075200,191.02,286.53,2.0,3
140US36005014300,36005014300,0.0,0.0,0.0,0
140US36005017500,36005017500,0.0,0.0,0.0,0
140US36005020200,36005020200,0.0,0.0,0.0,0
140US36005023100,36005023100,124.84,124.84,2.0,2
140US36005026900,36005026900,0.0,0.0,0.0,0
140US36005033202,36005033202,189.66,165.96,8.0,7
140US36005038302,36005038302,0.0,16.32,0.0,1
140US36005044400,36005044400,0.0,0.0,0.0,0
140US36007013201,36007013201,491.73,0.0,11.0,0
140US36047036200,36047036200,182.37,151.98,6.0,5
140US36047040400,36047040400,0.0,0.0,0.0,0
140US36047044300,36047044300,777.82,1096.93,39.0,55
140US36047049000,36047049000,74.45,111.67,4.0,6
140US36047050600,36047050600,0.0,0.0,0.0,0
140US36047054400,36047054400,79.7,106.27,3.0,4
140US36081018800,36081018800,0.0,0.0,0.0,0
140US36081024000,36081024000,0.0,32.37,0.0,2
140US36081030904,36081030904,166.94,111.3,6.0,4
140US36081040100,36081040100,38.57,12.86,3.0,1
140US36081044000,36081044000,104.49,26.12,4.0,1
140US36081047500,36081047500,197.43,222.11,8.0,9
140US36081052500,36081052500,0.0,43.71,0.0,1
140US36081058500,36081058500,23.57,23.57,1.0,1
140US36081063301,36081063301,62.62,0.0,1.0,0
140US36081067700,36081067700,0.0,0.0,0.0,0
140US36081072100,36081072100,107.02,214.04,5.0,10
140US36101962400,36101962400,34.98,0.0,1.0,0
140US36103122404,36103122404,27.15,0.0,1.0,0
140US36103124101,36103124101,45.8,22.9,2.0,1
140US36103146300,36103146300,138.12,230.2,3.0,5
140US36103146613,36103146613,50.52,75.78,2.0,3
140US36103147701,36103147701,0.0,0.0,0.0,0
140US36013037400,36013037400,0.0,0.0,0.0,0
140US36055002200,36055002200,0.0,30.85,0.0,1
140US36103158403,36103158403,0.0,0.0,0.0,0
140US36055008200,36055008200,0.0,0.0,0.0,0
140US36081085900,36081085900,36.89,18.44,2.0,1
140US36081099701,36081099701,33.18,66.36,1.0,2
140US36081119500,36081119500,0.0,73.86,0.0,1
140US36081142900,36081142900,28.52,0.0,1.0,0
140US36083040300,36083040300,146.04,0.0,4.0,0
140US36085002001,36085002001,0.0,0.0,0.0,0
140US36023971200,36023971200,0.0,0.0,0.0,0
140US36027220201,36027220201,55.23,220.93,2.0,8
140US36047005300,36047005300,356.35,267.26,8.0,6
140US36047006600,36047006600,0.0,54.87,0.0,2
140US36047012902,36047012902,125.52,0.0,3.0,0
140US36047019000,36047019000,21.57,0.0,1.0,0
140US36047021700,36047021700,75.72,50.48,3.0,2
140US36007013301,36007013301,0.0,0.0,0.0,0
140US36009960300,36009960300,0.0,0.0,0.0,0
140US36055007801,36055007801,75.93,0.0,2.0,0
140US36055012900,36055012900,1896.75,7606.57,97.0,389
140US36057070500,36057070500,0.0,47.6,0.0,1
140US36059303301,36059303301,65.45,0.0,2.0,0
140US36047041401,36047041401,0.0,0.0,0.0,0
140US36047043300,36047043300,74.74,0.0,3.0,0
140US36047044800,36047044800,50.89,203.56,1.0,4
140US36047047400,36047047400,0.0,0.0,0.0,0
140US36047050300,36047050300,0.0,0.0,0.0,0
140US36047055100,36047055100,0.0,0.0,0.0,0
140US36047067000,36047067000,0.0,0.0,0.0,0
140US36001000404,36001000404,0.0,0.0,0.0,0
140US36001014608,36001014608,259.07,518.13,11.0,22
140US36047081400,36047081400,71.63,35.82,2.0,1
140US36047088400,36047088400,0.0,0.0,0.0,0
140US36047096600,36047096600,149.25,149.25,4.0,4
140US36047116000,36047116000,0.0,0.0,0.0,0
140US36051031000,36051031000,0.0,0.0,0.0,0
140US36055004000,36055004000,0.0,0.0,0.0,0
140US36007000200,36007000200,27.93,55.87,1.0,2
140US36011041400,36011041400,214.27,621.38,10.0,29
140US36015001100,36015001100,31.44,0.0,1.0,0
140US36005022500,36005022500,12.09,12.09,1.0,1
140US36005026100,36005026100,1282.05,2564.1,25.0,50
140US36005033800,36005033800,0.0,23.95,0.0,1
140US36005040701,36005040701,61.37,0.0,2.0,0
140US36103111701,36103111701,0.0,33.45,0.0,2
140US36103122502,36103122502,0.0,0.0,0.0,0
140US36081017200,36081017200,0.0,0.0,0.0,0
140US36081032800,36081032800,76.57,0.0,2.0,0
140US36081037100,36081037100,0.0,0.0,0.0,0
140US36047008600,36047008600,,,,
140US36019102200,36019102200,0.0,31.71,0.0,1
140US36005007000,36005007000,43.63,21.82,2.0,1
140US36005021200,36005021200,40.32,60.48,2.0,3
140US36047034100,36047034100,34.05,68.1,1.0,2
140US36047039600,36047039600,98.14,98.14,2.0,2
140US36047021800,36047021800,173.96,173.96,6.0,6
140US36047023000,36047023000,0.0,0.0,0.0,0
140US36103145807,36103145807,0.0,0.0,0.0,0
140US36001000403,36001000403,188.86,590.18,8.0,25
140US36001001100,36001001100,129.7,259.4,2.0,4
140US36001014803,36001014803,29.82,0.0,1.0,0
140US36005004300,36005004300,32.85,32.85,2.0,2
140US36005013000,36005013000,0.0,0.0,0.0,0
140US36005017902,36005017902,0.0,0.0,0.0,0
140US36061013300,36061013300,264.13,316.96,15.0,18
140US36047098200,36047098200,0.0,0.0,0.0,0
140US36059413600,36059413600,300.19,441.46,17.0,25
140US36047048600,36047048600,30.38,0.0,1.0,0
140US36047051200,36047051200,0.0,16.39,0.0,1
140US36047052300,36047052300,38.43,0.0,2.0,0
140US36059520600,36059520600,17.01,0.0,1.0,0
140US36071000300,36071000300,73.81,44.29,5.0,3
140US36027190402,36027190402,0.0,29.32,0.0,1
140US36065021000,36065021000,0.0,0.0,0.0,0
140US36087012204,36087012204,0.0,0.0,0.0,0
140US36091061903,36091061903,80.76,113.07,5.0,7
140US36047041200,36047041200,189.39,94.7,6.0,3
140US36047083200,36047083200,0.0,0.0,0.0,0
140US36055014301,36055014301,182.42,109.45,5.0,3
140US36059416702,36059416702,47.47,0.0,2.0,0
140US36071015004,36071015004,14.57,14.57,1.0,1
140US36119001504,36119001504,18.32,36.64,1.0,2
140US36029000200,36029000200,0.0,0.0,0.0,0
140US36029006901,36029006901,0.0,0.0,0.0,0
140US36029011800,36029011800,26.55,79.64,1.0,3
140US36029014601,36029014601,146.39,182.98,8.0,10
140US36029016600,36029016600,0.0,39.87,0.0,1
140US36035970900,36035970900,28.82,28.82,1.0,1
140US36045061300,36045061300,0.0,0.0,0.0,0
140US36047005400,36047005400,0.0,0.0,0.0,0
140US36047012000,36047012000,451.67,271.0,5.0,3
140US36081074900,36081074900,0.0,0.0,0.0,0
140US36081003800,36081003800,108.85,72.57,3.0,2
140US36081026400,36081026400,75.39,0.0,2.0,0
140US36047003400,36047003400,0.0,65.45,0.0,2
140US36103112102,36103112102,394.22,683.31,15.0,26
140US36047018600,36047018600,44.46,44.46,1.0,1
140US36047017900,36047017900,0.0,0.0,0.0,0
140US36047021200,36047021200,0.0,110.5,0.0,5
140US36047026700,36047026700,24.42,0.0,1.0,0
140US36047029400,36047029400,38.64,38.64,1.0,1
140US36029007904,36029007904,30.53,305.25,1.0,10
140US36047004100,36047004100,109.83,192.2,4.0,7
140US36047014200,36047014200,72.6,145.19,2.0,4
